t_s,estimator,maneuver,horizon_s,detect_hz,latency_s,jitter,meas_corr,predict_on,true_range_m,est_range_m,range_err_m,range_sigma_m,est_size_w_m,est_size_h_m,size_err_m,true_speed_mps,est_speed_mps,held_err_px,est_err_px,track_err_px,origin_hdg,origin_att,delayed_hdg,delayed_att,jittered_hdg,jittered_att,est_hdg,est_att,pred_hdg,pred_att,err_delayed_hdg,err_delayed_att,err_jittered_hdg,err_jittered_att,err_est_hdg,err_est_att,detect_count,detect_age_s,tracker_updates,tracker_rejects,imm_p0,imm_p1,imm_p2,chaser_vx,chaser_vy,chaser_vz,target_vx,target_vy,target_vz,timing_on,period_s,pkt_latency_s,meas_stamp_s,stamp_err_s
0.0100,IMM-EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.4190,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.2976,-11.7370,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0466,0.1732,-0.0147,-3.0870,5.1450,0.0000,1,0.0801,0.0590,0.0000,-0.0017
0.0200,IMM-EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.4538,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.1614,-11.7148,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0923,0.3449,-0.0293,-3.0870,5.1449,0.0000,1,0.0801,0.0590,0.0000,-0.0017
0.0300,IMM-EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.4870,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.0261,-11.6933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1372,0.5149,-0.0436,-3.0872,5.1448,0.0000,1,0.0801,0.0590,0.0000,-0.0017
0.0400,IMM-EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.5186,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,17.8916,-11.6724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1813,0.6833,-0.0577,-3.0874,5.1447,0.0000,1,0.0801,0.0590,0.0000,-0.0017
0.0500,IMM-EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.5486,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,17.7578,-11.6522,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.2245,0.8501,-0.0717,-3.0877,5.1445,0.0000,1,0.0801,0.0590,0.0000,-0.0017
0.0600,IMM-EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.5769,18.2247,-1.3523,9.1747,0.3600,0.1067,0.0180,6.0000,0.0000,1.7822,5.6671,0.1716,17.6247,-11.6325,18.4345,-11.7598,18.5706,-11.4938,18.5845,-11.5180,18.7010,-11.7209,0.8099,-0.1273,0.9459,0.1387,0.9598,0.1145,1,0.0600,1,0,0.3333,0.3333,0.3333,0.2670,1.0154,-0.0855,-3.0881,5.1443,0.0000,1,0.0801,0.0590,-0.0017,-0.0017
0.0700,IMM-EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.6037,18.2022,-1.4015,9.1853,0.3600,0.1067,0.0180,6.0000,0.0000,1.7826,6.4534,0.1712,17.4922,-11.6135,18.4345,-11.7598,18.5706,-11.4938,18.5897,-11.5266,18.7282,-11.7641,0.9423,-0.1463,1.0783,0.1197,1.0974,0.0869,1,0.0700,1,0,0.3333,0.3333,0.3333,0.3087,1.1791,-0.0991,-3.0885,5.1441,0.0000,1,0.0801,0.0590,-0.0017,-0.0017
0.0800,IMM-EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.6289,18.1765,-1.4524,9.1975,0.3600,0.1067,0.0181,6.0000,0.0000,1.7829,7.2493,0.1708,17.3604,-11.5950,18.4345,-11.7598,18.5706,-11.4938,18.5957,-11.5364,18.7570,-11.8088,1.0741,-0.1648,1.2101,0.1012,1.2353,0.0587,1,0.0800,1,0,0.3333,0.3333,0.3333,0.3496,1.3412,-0.1125,-3.0890,5.1437,0.0000,1,0.0801,0.0590,-0.0017,-0.0017
0.0900,IMM-EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.6526,18.1477,-1.5049,9.2113,0.3600,0.1067,0.0181,6.0000,0.0000,1.7832,8.0530,0.1704,17.2293,-11.5772,18.4345,-11.7598,18.5706,-11.4938,18.6027,-11.5474,18.7876,-11.8551,1.2052,-0.1827,1.3413,0.0834,1.3734,0.0297,1,0.0900,1,0,0.3333,0.3333,0.3333,0.3897,1.5018,-0.1257,-3.0896,5.1434,0.0000,1,0.0987,0.0595,-0.0017,0.0014
0.1000,IMM-EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.6748,18.1158,-1.5590,9.2267,0.3600,0.1067,0.0182,6.0000,0.0000,1.7835,8.8635,0.1701,17.0987,-11.5599,18.4345,-11.7598,18.5706,-11.4938,18.6107,-11.5597,18.8201,-11.9031,1.3358,-0.2000,1.4719,0.0661,1.5120,0.0001,1,0.1000,1,0,0.3333,0.3333,0.3333,0.4290,1.6610,-0.1387,-3.0902,5.1430,0.0000,1,0.0987,0.0595,-0.0017,0.0014
