t_s,estimator,maneuver,horizon_s,detect_hz,latency_s,jitter,meas_corr,predict_on,true_range_m,est_range_m,range_err_m,range_sigma_m,est_size_w_m,est_size_h_m,size_err_m,true_speed_mps,est_speed_mps,held_err_px,est_err_px,track_err_px,origin_hdg,origin_att,delayed_hdg,delayed_att,jittered_hdg,jittered_att,est_hdg,est_att,pred_hdg,pred_att,err_delayed_hdg,err_delayed_att,err_jittered_hdg,err_jittered_att,err_est_hdg,err_est_att,detect_count,detect_age_s,tracker_updates,tracker_rejects,imm_p0,imm_p1,imm_p2,chaser_vx,chaser_vy,chaser_vz,target_vx,target_vy,target_vz,timing_on,period_s,pkt_latency_s,meas_stamp_s,stamp_err_s,zoom,fov_deg,fx
0.0100,CV-pixel,smooth,0.500,10.00,0.050,1,0.600,1,19.4187,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.5731,-11.7372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0668,0.1665,-0.0147,5.5709,2.2283,0.0000,1,0.0886,0.0453,0.0000,-0.0020,2.000,35.00,761.18
0.0200,CV-pixel,smooth,0.500,10.00,0.050,1,0.600,1,19.4533,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.7100,-11.7152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1332,0.3312,-0.0293,5.5708,2.2284,0.0000,1,0.0886,0.0453,0.0000,-0.0020,2.008,34.86,764.37
0.0300,CV-pixel,smooth,0.500,10.00,0.050,1,0.600,1,19.4862,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.8460,-11.6938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1993,0.4941,-0.0436,5.5708,2.2286,0.0000,1,0.0886,0.0453,0.0000,-0.0020,2.016,34.73,767.55
0.0400,CV-pixel,smooth,0.500,10.00,0.050,1,0.600,1,19.5175,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.9813,-11.6731,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.2652,0.6553,-0.0578,5.5707,2.2288,0.0000,1,0.0886,0.0453,0.0000,-0.0020,2.024,34.59,770.73
0.0500,CV-pixel,smooth,0.500,10.00,0.050,1,0.600,1,19.5472,nan,nan,nan,nan,nan,nan,6.0000,nan,1.5794,1.5794,0.3884,19.1158,-11.6530,18.4354,-11.7598,18.4616,-11.8758,19.1416,-11.7672,19.1416,-11.7672,-0.6804,-0.1068,-0.6542,-0.2228,0.0258,-0.1142,1,0.0500,1,0,0.0000,0.0000,0.0000,0.3307,0.8147,-0.0717,5.5705,2.2291,0.0000,1,0.0886,0.0453,-0.0020,-0.0020,2.031,34.46,773.91
0.0600,CV-pixel,smooth,0.500,10.00,0.050,1,0.600,1,19.5753,nan,nan,nan,nan,nan,nan,6.0000,nan,1.5800,1.5800,0.3890,19.2496,-11.6335,18.4354,-11.7598,18.4616,-11.8758,19.2754,-11.7473,19.2754,-11.7473,-0.8142,-0.1263,-0.7880,-0.2423,0.0257,-0.1137,1,0.0600,1,0,0.0000,0.0000,0.0000,0.3960,0.9723,-0.0855,5.5704,2.2295,0.0000,1,0.0886,0.0453,-0.0020,-0.0020,2.039,34.33,777.09
0.0700,CV-pixel,smooth,0.500,10.00,0.050,1,0.600,1,19.6018,nan,nan,nan,nan,nan,nan,6.0000,nan,1.5807,1.5807,0.3897,19.3827,-11.6146,18.4354,-11.7598,18.4616,-11.8758,19.4084,-11.7280,19.4084,-11.7280,-0.9473,-0.1452,-0.9211,-0.2612,0.0256,-0.1133,1,0.0700,1,0,0.0000,0.0000,0.0000,0.4609,1.1283,-0.0991,5.5702,2.2300,0.0000,1,0.0886,0.0453,-0.0020,-0.0020,2.047,34.19,780.26
0.0800,CV-pixel,smooth,0.500,10.00,0.050,1,0.600,1,19.6268,nan,nan,nan,nan,nan,nan,6.0000,nan,1.5814,1.5814,0.3903,19.5152,-11.5963,18.4354,-11.7598,18.4616,-11.8758,19.5407,-11.7092,19.5407,-11.7092,-1.0798,-0.1635,-1.0536,-0.2795,0.0255,-0.1129,1,0.0800,1,0,0.0000,0.0000,0.0000,0.5255,1.2825,-0.1125,5.5700,2.2305,0.0000,1,0.0886,0.0453,-0.0020,-0.0020,2.055,34.06,783.44
0.0900,CV-pixel,smooth,0.500,10.00,0.050,1,0.600,1,19.6502,nan,nan,nan,nan,nan,nan,6.0000,nan,1.5821,1.5821,0.3911,19.6470,-11.5786,18.4354,-11.7598,18.4616,-11.8758,19.6724,-11.6911,19.6724,-11.6911,-1.2116,-0.1813,-1.1854,-0.2973,0.0254,-0.1125,1,0.0900,1,0,0.0000,0.0000,0.0000,0.5899,1.4351,-0.1258,5.5697,2.2312,0.0000,1,0.1182,0.0416,-0.0020,0.0000,2.063,33.93,786.61
0.1000,CV-pixel,smooth,0.500,10.00,0.050,1,0.600,1,19.6722,nan,nan,nan,nan,nan,nan,6.0000,nan,1.5829,1.5829,0.3918,19.7781,-11.5614,18.4354,-11.7598,18.4616,-11.8758,19.8035,-11.6735,19.8035,-11.6735,-1.3427,-0.1984,-1.3165,-0.3144,0.0254,-0.1121,1,0.1000,1,0,0.0000,0.0000,0.0000,0.6539,1.5860,-0.1388,5.5695,2.2319,0.0000,1,0.1182,0.0416,-0.0020,0.0000,2.071,33.81,789.78
