t_s,estimator,maneuver,horizon_s,detect_hz,latency_s,jitter,meas_corr,predict_on,true_range_m,est_range_m,range_err_m,range_sigma_m,est_size_w_m,est_size_h_m,size_err_m,true_speed_mps,est_speed_mps,held_err_px,est_err_px,track_err_px,origin_hdg,origin_att,delayed_hdg,delayed_att,jittered_hdg,jittered_att,est_hdg,est_att,pred_hdg,pred_att,err_delayed_hdg,err_delayed_att,err_jittered_hdg,err_jittered_att,err_est_hdg,err_est_att,detect_count,detect_age_s,tracker_updates,tracker_rejects,imm_p0,imm_p1,imm_p2,chaser_vx,chaser_vy,chaser_vz,target_vx,target_vy,target_vz,timing_on,period_s,pkt_latency_s,meas_stamp_s,stamp_err_s,zoom,fov_deg,fx
0.0100,IMM-UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.4193,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.5716,-11.7368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0666,0.1666,-0.0147,5.5437,2.2950,0.0000,1,0.0886,0.0429,0.0000,-0.0078,1.000,70.00,342.76
0.0200,IMM-UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.4549,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.7056,-11.7142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1329,0.3314,-0.0292,5.5158,2.3614,0.0000,1,0.0886,0.0429,0.0000,-0.0078,1.000,70.00,342.76
0.0300,IMM-UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.4894,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.8373,-11.6919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1987,0.4944,-0.0435,5.4870,2.4274,0.0000,1,0.0886,0.0429,0.0000,-0.0078,1.000,70.00,342.76
0.0400,IMM-UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.5227,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.9668,-11.6699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.2641,0.6558,-0.0576,5.4575,2.4931,0.0000,1,0.0886,0.0429,0.0000,-0.0078,1.000,70.00,342.76
0.0500,IMM-UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.5550,11.9495,-7.6055,8.4289,0.3600,0.3600,0.0187,6.0000,0.0000,1.5766,4.3275,0.1722,19.0940,-11.6483,18.4354,-11.7598,18.4936,-12.0174,18.4785,-12.0487,18.3419,-12.3305,-0.6586,-0.1116,-0.6004,-0.3692,-0.6155,-0.4005,1,0.0500,1,0,0.3333,0.3333,0.3333,0.3290,0.8154,-0.0715,5.4272,2.5584,0.0000,1,0.0886,0.0429,-0.0078,-0.0078,1.000,70.00,342.76
0.0600,IMM-UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.5862,11.9293,-7.6569,8.4397,0.3600,0.3600,0.0187,6.0000,0.0000,1.5762,5.0871,0.1717,19.2190,-11.6270,18.4354,-11.7598,18.4936,-12.0174,18.4721,-12.0614,18.3053,-12.4020,-0.7836,-0.1329,-0.7254,-0.3905,-0.7469,-0.4344,1,0.0600,1,0,0.3333,0.3333,0.3333,0.3936,0.9733,-0.0852,5.3961,2.6233,0.0000,1,0.0886,0.0429,-0.0078,-0.0078,1.000,70.00,342.76
0.0700,IMM-UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.6163,11.9058,-7.7104,8.4524,0.3600,0.3600,0.0187,6.0000,0.0000,1.5758,5.8561,0.1712,19.3418,-11.6060,18.4354,-11.7598,18.4936,-12.0174,18.4646,-12.0762,18.2664,-12.4766,-0.9064,-0.1539,-0.8482,-0.4115,-0.8772,-0.4702,1,0.0700,1,0,0.3333,0.3333,0.3333,0.4577,1.1296,-0.0987,5.3643,2.6879,0.0000,1,0.0886,0.0429,-0.0078,-0.0078,1.000,70.00,342.76
0.0800,IMM-UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.6452,11.8791,-7.7661,8.4667,0.3600,0.3600,0.0185,6.0000,0.0000,1.5754,6.6304,0.1707,19.4624,-11.5853,18.4354,-11.7598,18.4936,-12.0174,18.4559,-12.0931,18.2253,-12.5546,-1.0270,-0.1745,-0.9688,-0.4321,-1.0065,-0.5077,1,0.0800,1,0,0.3333,0.3333,0.3333,0.5213,1.2843,-0.1120,5.3316,2.7521,0.0000,1,0.0886,0.0429,-0.0078,-0.0078,1.000,70.00,342.76
0.0900,IMM-UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.6731,11.8493,-7.8238,8.4828,0.3600,0.3600,0.0183,6.0000,0.0000,1.5750,7.4077,0.1702,19.5808,-11.5650,18.4354,-11.7598,18.4936,-12.0174,18.4460,-12.1121,18.1816,-12.6359,-1.1454,-0.1948,-1.0872,-0.4525,-1.1348,-0.5471,1,0.0900,1,0,0.3333,0.3333,0.3333,0.5846,1.4373,-0.1250,5.2982,2.8158,0.0000,1,0.1182,0.0374,-0.0078,0.0001,1.000,70.00,342.76
0.1000,IMM-UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.7000,11.8164,-7.8836,8.5006,0.3600,0.3600,0.0180,6.0000,0.0000,1.5746,8.1868,0.1696,19.6970,-11.5450,18.4354,-11.7598,18.4936,-12.0174,18.4348,-12.1333,18.1355,-12.7209,-1.2616,-0.2149,-1.2034,-0.4725,-1.2622,-0.5883,1,0.1000,1,0,0.3333,0.3333,0.3333,0.6474,1.5887,-0.1379,5.2640,2.8792,0.0000,1,0.1182,0.0374,-0.0078,0.0001,1.000,70.00,342.76
